Name,Pos,Age,Date of Death,Include,BirthDate,Yrs,From,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Lng,Int,Sk,Yds,Att,Yds,TD,Lng,Rec,Yds,TD,Lng,Tkl,Int,Sk,,,,,,,
Red Moore,G,89,12/14/2011,1,12/14/1922,3,1947,1949,0,0,3,0,36,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
George Mrkonic,T-DT,81,5/23/2011,1,12/17/1929,1,1953,1953,0,0,0,0,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Godfrey Myles,LB,42,6/9/2011,1,9/22/1968,6,1991,1996,0,0,1,10,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,2,,,,,,,,
John Nisby,G,74,2/6/2011,1,9/9/1936,8,1957,1964,0,3,8,31,102,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Tom O'Malley,QB,85,6/11/2011,1,7/23/1925,1,1950,1950,0,0,0,0,1,4,15,31,0,20,6,,,1,-9,0,-9,0,0,0,0,,,,,,,,,,
Charles Pavlich,G-T,89,2/6/2011,1,5/18/1921,1,1946,1946,0,0,0,0,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Ken Payne,WR,60,8/1/2011,1,10/6/1950,5,1974,1978,0,0,2,16,60,0,0,0,0,0,0,0,0,2,15,0,17,116,1633,6,57,,,,,,,,,,
Lindy Pearson,HB,82,3/9/2011,1,3/6/1929,3,1950,1952,0,0,0,0,28,0,3,0,0,0,3,,,58,172,2,25,7,63,0,16,,,,,,,,,,
Joe Perry,FB,84,4/25/2011,1,1/22/1927,16,1948,1963,2,3,11,15,181,3,11,79,1,34,0,,,1929,9723,71,78,260,2021,12,70,,1,,,,,,,,
Pete Pihos,E-DE,87,8/16/2011,1,10/22/1923,9,1947,1955,5,6,9,0,107,0,0,0,0,0,0,,,9,-4,0,5,373,5619,61,66,,2,,,,,,,,
Hank Piro,E,93,4/18/2011,1,12/20/1917,1,1941,1941,0,0,0,0,10,0,0,0,0,0,0,,,0,0,0,0,10,141,1,26,,1,,,,,,,,
Eli Popa,LB,80,10/14/2011,1,11/4/1930,1,1952,1952,0,0,0,0,4,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bruce Radford,NT-DE,55,5/23/2011,1,10/5/1955,3,1979,1981,0,0,0,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Joe Restic,E,85,12/8/2011,1,7/21/1926,1,1952,1952,0,0,0,0,3,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Floyd Rice,LB-TE,62,11/8/2011,1,8/31/1949,8,1971,1978,0,0,5,31,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,,,,,,,
Lee Riley,DB,78,6/9/2011,1,8/24/1932,7,1955,1962,0,0,4,16,83,0,0,0,0,0,0,,,0,0,0,0,1,10,0,10,,23,,,,,,,,
Andy Robustelli,DE/Coach,85,5/31/2011,1,12/6/1925,14,1951,1964,6,7,14,43,175,0,0,0,0,0,0,,,0,0,0,0,2,75,1,49,,2,,,,,,,,
Ed Royston,G,87,7/16/2011,1,9/19/1923,2,1948,1949,0,0,1,0,21,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Rocky Ryan,DB-E,79,11/3/2011,1,7/5/1932,3,1956,1958,0,0,0,0,28,0,0,0,0,0,0,,,0,0,0,0,6,188,2,66,,2,,,,,,,,
Lee Roy Selmon,DE-DT,56,9/4/2011,1,10/20/1954,9,1976,1984,1,6,9,73,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,,,,,,,
Harley Sewell,G-LB,80,12/17/2011,1,4/18/1931,11,1953,1963,0,4,10,21,122,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Jim Seymour,WR,64,3/29/2011,1,11/24/1946,3,1970,1972,0,0,1,5,31,0,0,0,0,0,0,0,0,1,-9,0,0,21,385,5,53,,,,,,,,,,
Bob Shaw,E,89,4/10/2011,1,5/22/1921,4,1945,1950,0,1,3,0,38,0,0,0,0,0,0,,,0,0,0,0,81,1569,20,71,,,,,,,,,,
Billy Shipp,T,80,6/9/2011,1,10/16/1930,1,1954,1954,0,0,0,0,11,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Paul Shoults,HB,85,8/20/2011,1,10/9/1925,1,1949,1949,0,0,1,0,12,0,0,0,0,0,0,,,46,124,0,17,10,124,0,23,,,,,,,,,,
Bubba Smith,DE-DT,66,8/3/2011,1,2/28/1945,9,1967,1976,1,2,6,63,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Charlie Smith,DE,78,12/26/2011,1,4/6/1933,1,1956,1956,0,0,0,0,12,0,0,0,0,0,0,,,0,0,0,0,1,13,0,13,,,,,,,,,,
Jerry Smith,G-LB/Coach,80,8/6/2011,1,9/9/1930,3,1952,1956,0,0,2,0,29,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
George Speth,T,93,8/24/2011,1,7/25/1918,1,1942,1942,0,0,0,0,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Ron Springs,RB,54,5/12/2011,1,11/4/1956,8,1979,1986,0,0,5,35,112,2,7,45,2,30,1,1,4,694,2519,28,46,249,2259,10,80,,,,,,,,,,
Herb St. John,G,85,6/29/2011,1,1/17/1926,2,1948,1949,0,0,0,0,21,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Art Statuto,C,85,3/2/2011,1,7/17/1925,3,1948,1950,0,0,3,0,38,0,0,0,0,0,0,,,0,0,0,0,0,2,0,2,,,,,,,,,,
Bill Stits,DB-HB,80,12/5/2011,1,7/26/1931,8,1954,1961,0,1,4,0,92,2,3,62,1,41,1,,,49,165,0,15,8,69,0,27,,15,,,,,,,,
Skip Thomas,DB,61,7/24/2011,1,2/7/1950,6,1972,1977,0,0,4,33,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,,,,,,,,
Buddy Tinsley,T,87,9/14/2011,1,8/16/1924,1,1949,1949,0,0,1,0,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Joe Tofflemire,C,46,9/27/2011,1,7/7/1965,3,1990,1994,0,0,1,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Steve Trimble,DB,53,7/11/2011,1,5/11/1958,4,1981,1987,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Deacon Turner,RB,56,7/10/2011,1,1/2/1955,3,1978,1980,0,0,0,4,44,0,0,0,0,0,0,0,0,142,549,1,65,25,141,1,15,,,,,,,,,,
Tom Watkins,HB,74,10/29/2011,1,10/23/1937,7,1961,1968,0,0,2,22,75,1,1,58,1,58,0,,,468,1791,10,60,55,590,4,37,,,,,,,,,,
Allan Webb,DB-HB,78,7/18/2011,1,1/22/1933,5,1961,1965,0,0,2,19,48,0,0,0,0,0,0,,,6,51,0,21,0,0,0,0,,7,,,,,,,,
Bob White,HB,81,3/5/2011,1,5/25/1929,3,1951,1955,0,0,0,0,35,0,0,0,0,0,0,,,32,66,1,17,15,209,2,60,,1,,,,,,,,
Norm Willey,DE-G-E,83,8/18/2011,1,8/22/1927,8,1950,1957,1,2,5,0,92,0,0,0,0,0,0,,,0,0,0,0,2,50,0,37,,2,,,,,,,,
George Wilson,QB,68,8/6/2011,1,5/29/1943,1,1966,1966,0,0,1,5,14,46,112,764,5,80,10,,,27,137,0,37,0,0,0,0,,,,,,,,,,
Cal Withrow,C,65,7/3/2011,1,7/4/1945,5,1970,1974,0,0,0,14,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Wally Yonamine,HB-DB,85,2/28/2011,1,6/24/1925,1,1947,1947,0,0,0,0,12,0,0,0,0,0,0,,,19,74,0,0,3,40,0,0,,1,,,,,,,,
Frank Ziegler,HB-DB,87,3/6/2011,1,10/1/1923,5,1949,1953,0,0,3,0,57,0,1,0,0,0,0,,,519,1926,11,52,47,639,4,48,,1,,,,,,,,
Bob Zimny,T,89,8/11/2011,1,12/11/1921,5,1945,1949,0,0,2,0,52,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Gaines Adams,DE,26,1/17/2010,1,6/8/1983,3,2007,2009,0,0,2,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2,13.5,,,,,,,
Elijah Alexander,LB,39,3/24/2010,1,8/2/1970,9,1992,2001,0,0,6,30,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,5,6.5,,,,,,,
Bruce Alford,E-DB,88,5/8/2010,1,9/12/1921,6,1946,1951,1,0,4,0,75,0,0,0,0,0,0,,,0,0,0,0,81,1341,9,59,,1,,,,,,,,
Johnny Allen,C-LB,76,3/3/2010,1,6/4/1933,4,1955,1958,0,0,1,0,48,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Johnny Bailey,RB,43,8/20/2010,1,3/17/1967,6,1990,1995,0,1,0,18,81,1,1,22,0,22,0,0,0,189,832,6,31,161,1355,1,34,,,,,,,,,,
Vince Banonis,C-T-LB,89,10/23/2010,1,4/9/1921,10,1942,1953,0,0,6,0,108,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,14,,,,,,,,
Reds Bassman,HB,97,8/3/2010,1,2/25/1913,1,1936,1936,0,0,0,0,8,1,3,3,0,3,1,,,4,19,0,0,2,38,0,0,,,,,,,,,,
John Bauer,T,78,12/26/2010,1,3/11/1932,1,1954,1954,0,0,0,0,2,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Lloyd Baxter,C,87,2/2/2010,1,1/18/1923,1,1948,1948,0,0,0,0,11,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Rocky Belk,WR,50,7/15/2010,1,6/20/1960,1,1983,1983,0,0,0,1,10,0,0,0,0,0,0,0,0,1,-5,0,-5,5,141,2,64,,,,,,,,,,
George Blanda,QB,83,9/27/2010,1,9/17/1927,26,1949,1975,1,4,19,95,340,1911,4007,26920,236,95,277,12,94,135,344,9,19,1,-16,0,7,,1,,,,,,,,
Dave Bradley,G,63,10/1/2010,1,2/13/1947,4,1969,1972,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Perry Brooks,DT,55,3/1/2010,1,12/4/1954,7,1978,1984,0,0,3,21,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9,,,,,,,
Tom Brookshier,DB,78,1/29/2010,1,12/16/1931,7,1953,1961,1,2,7,18,76,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,20,,,,,,,,
Al Brosky,DB,82,11/28/2010,1,6/9/1928,1,1954,1954,0,0,1,0,9,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,2,,,,,,,,
Tony Brown,T,45,6/19/2010,1,7/11/1964,1,1987,1987,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Louis Bullard,T,53,4/18/2010,1,5/6/1956,3,1978,1980,0,0,1,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Dennis Byrd,DE,63,7/23/2010,1,8/31/1946,1,1968,1968,0,0,1,5,14,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
John Cadwell,G,71,12/2/2010,1,9/16/1939,1,1961,1961,0,0,0,2,4,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Lew Carpenter,HB-FB/Coach,78,11/14/2010,1,1/12/1932,10,1953,1963,0,0,2,4,123,0,0,0,0,0,0,,,468,2025,16,60,87,782,4,34,,1,,,,,,,,
Don Churchwell,DT-T,73,1/22/2010,1,5/11/1936,2,1959,1960,0,0,0,3,11,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Jack Cloud,LB-FB,85,6/19/2010,1,1/1/1925,4,1950,1953,0,0,1,0,33,0,0,0,0,0,0,,,57,141,4,19,6,35,1,13,,2,,,,,,,,
Leon Cochran,FB,85,1/19/2010,1,4/13/1924,1,1949,1949,0,0,0,0,11,0,0,0,0,0,0,,,34,135,1,16,7,82,0,22,,,,,,,,,,
Jim Cooper,C-LB,86,11/1/2010,1,6/28/1924,1,1948,1948,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Jim Copeland,C-G,65,6/4/2010,1,3/5/1945,8,1967,1974,0,0,0,19,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Don Coryell,Coach,85,7/1/2010,1,10/17/1924,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenyon Cotton,RB,36,7/17/2010,1,2/23/1974,2,1997,1998,0,0,0,0,27,0,0,0,0,0,0,0,0,4,10,1,7,0,0,0,0,,,,,,,,,,
Andy Cvercko,G,73,12/3/2010,1,11/6/1937,4,1960,1963,0,0,2,20,47,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bob Davis,T,83,6/12/2010,1,5/3/1927,1,1948,1948,0,0,0,0,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Steve DeLong,DE-DT,67,8/18/2010,1,7/3/1943,8,1965,1972,0,1,6,34,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,
Don Doll,DB,84,9/22/2010,1,8/29/1926,6,1949,1954,0,4,4,0,71,0,0,0,0,0,0,,,8,25,1,10,1,-5,0,0,,41,,,,,,,,
Bill Dudley,HB-TB-QB,88,2/4/2010,1,12/24/1921,9,1942,1953,1,3,8,0,90,81,222,985,6,38,17,,,765,3057,18,66,123,1383,18,80,,23,,,,,,,,
Steve Durham,DE,51,4/30/2010,1,10/11/1958,1,1982,1982,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Ken Dyer,DB-WR,63,3/7/2010,1,3/16/1946,3,1968,1971,0,0,1,11,27,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0,22,,3,,,,,,,,
Brad Ecklund,C-LB,87,2/6/2010,1,5/9/1922,5,1949,1953,0,2,5,0,60,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
John Elliott,DT-DE,66,11/11/2010,1,10/26/1944,7,1967,1973,1,3,5,42,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Bill Erickson,G,88,11/18/2010,1,12/4/1921,2,1948,1949,0,0,0,0,15,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Art Faircloth,B,88,4/1/2010,1,7/8/1921,2,1947,1948,0,0,0,0,5,3,5,30,1,14,0,,,11,8,0,7,0,0,0,0,,3,,,,,,,,
Bob Fenimore,HB,84,7/28/2010,1,10/6/1925,1,1947,1947,0,0,0,0,10,2,3,27,0,15,0,,,53,189,1,13,15,219,2,29,,2,,,,,,,,
Dick Flowers,QB,82,5/7/2010,1,8/13/1927,1,1953,1953,0,0,0,0,1,2,4,18,0,12,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Don Flynn,DB-K,75,4/14/2010,1,9/14/1934,2,1960,1961,0,0,1,10,27,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,5,,,,,,,,
Harry Galbreath,G,45,7/27/2010,1,1/1/1965,9,1988,1996,0,0,9,60,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Momcilo Gavric,K,71,3/13/2010,1,8/4/1938,1,1969,1969,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Frank Gaziano,G,92,1/16/2010,1,5/2/1917,1,1944,1944,0,0,0,0,9,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
John Greene,E-G-B,90,11/4/2010,1,4/21/1920,7,1944,1950,0,0,4,0,78,0,0,0,0,0,0,,,0,0,0,0,175,2965,26,88,,5,,,,,,,,
George Gross,DT,69,4/27/2010,1,1/26/1941,5,1963,1967,0,0,4,23,70,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Buzz Guy,G-T-DT,74,11/25/2010,1,3/20/1936,4,1958,1961,0,0,1,8,44,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Norman Hand,DT,37,5/14/2010,1,9/4/1972,9,1996,2004,0,0,6,37,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,2,22.5,,,,,,,
Stan Heath,QB,83,9/26/2010,1,3/5/1927,1,1949,1949,0,0,0,0,12,26,106,355,1,42,14,,,10,25,1,18,0,0,0,0,,,,,,,,,,
Fred Heron,DT-DE,66,12/28/2010,1,10/6/1944,7,1966,1972,0,0,3,25,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Barry Hill,DB,57,12/29/2010,1,1/26/1953,2,1975,1976,0,0,1,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Dick Hoerner,FB,88,12/11/2010,1,7/25/1922,6,1947,1952,0,1,4,0,63,0,0,0,0,0,0,,,506,2172,30,64,80,1180,4,54,,1,,,,,,,,
Daryl Hunt,LB,53,7/9/2010,1,11/3/1956,6,1979,1984,0,0,2,18,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,,,,,,,
James Hunter,DB,56,8/2/2010,1,3/8/1954,7,1976,1982,0,0,6,41,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27,1,,,,,,,
Ken Iman,C,71,11/13/2010,1,2/8/1939,14,1960,1974,0,0,10,59,194,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,,,,,,,,,,
Bob Jackson,FB,88,3/14/2010,1,10/26/1921,2,1950,1951,0,0,0,0,24,0,0,0,0,0,0,,,17,122,2,57,0,0,0,0,,,,,,,,,,
Randy Jackson,RB,61,7/21/2010,1,11/13/1948,3,1972,1974,0,0,0,1,21,0,0,0,0,0,0,0,0,30,70,0,15,5,58,1,20,,,,,,,,,,
Floyd Jaszewski,T,82,4/17/2010,1,6/5/1927,2,1950,1951,0,0,1,0,24,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Ed Jeffers,G,88,4/4/2010,1,12/6/1921,1,1947,1947,0,0,0,0,14,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bob Jencks,TE-K,69,9/6/2010,1,7/15/1941,3,1963,1965,0,0,2,1,42,0,0,0,0,0,0,,,0,0,0,0,3,26,0,12,,,,,,,,,,
Gary Johnson,DT-DE-NT,57,8/4/2010,1,8/31/1952,11,1975,1985,2,4,9,63,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,16,,,,,,,
Stan Jones,G-DT-T,78,5/21/2010,1,11/24/1931,13,1954,1966,3,7,12,39,157,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Rex Keeling,P,66,6/3/2010,1,9/9/1943,1,1968,1968,0,0,0,0,1,0,1,0,0,0,0,,,1,10,0,10,0,0,0,0,,,,,,,,,,
Bob Keene,B,90,3/20/2010,1,8/26/1919,3,1943,1945,0,0,0,0,16,0,0,0,0,0,0,,,12,29,0,7,6,118,2,46,,2,,,,,,,,
Bob Kennedy,B,89,7/29/2010,1,6/29/1921,5,1946,1950,0,0,1,0,58,5,11,128,0,27,3,,,253,1017,9,0,23,137,1,0,,12,,,,,,,,
Ralph Kercheval,B,98,10/6/2010,1,12/1/1911,7,1934,1940,0,0,6,0,74,41,106,609,3,7,9,,,277,766,4,0,42,577,5,47,,,,,,,,,,
Dick Koeper,T,66,3/10/2010,1,7/23/1943,1,1966,1966,0,0,0,2,3,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Ron Kramer,E-TE,75,9/11/2010,1,6/24/1935,10,1957,1967,1,1,7,34,128,0,1,0,0,0,1,,,6,9,0,12,229,3272,16,68,,,,,,,,,,
Eric Laakso,T-G,54,12/25/2010,1,11/29/1956,7,1978,1984,0,0,4,35,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Mack Lamb,DB,66,10/28/2010,1,5/9/1944,2,1967,1968,0,0,0,3,15,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Al Lawler,HB-DB,87,5/9/2010,1,6/23/1922,1,1948,1948,0,0,0,0,7,0,0,0,0,0,0,,,9,44,0,16,3,40,0,26,,,,,,,,,,
Gene Lee,C,88,12/19/2010,1,4/21/1922,1,1946,1946,0,0,0,0,11,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
Charley Leo,G,76,10/7/2010,1,8/29/1934,4,1960,1963,0,1,2,18,38,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Mac Lewis,T,73,11/22/2010,1,8/28/1937,1,1959,1959,0,0,0,0,8,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Cliff Livingston,LB-DE,79,3/13/2010,1,7/2/1930,12,1954,1965,0,0,5,33,136,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,8,,,,,,,,
Dick Loepfe,T,88,10/31/2010,1,1/1/1922,2,1948,1949,0,0,0,0,13,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Rob Lytle,RB,56,11/20/2010,1,11/12/1954,7,1977,1983,0,0,1,16,87,0,0,0,0,0,0,0,0,376,1451,12,35,61,562,2,47,,,,,,,,,,
Willie Manley,T-G,83,3/13/2010,1,5/20/1926,2,1950,1951,0,0,0,0,24,0,0,0,0,0,0,,,0,0,0,0,5,66,0,18,,,,,,,,,,
Mickey McCarty,TE,63,7/21/2010,1,11/15/1946,1,1969,1969,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Mike McClellan,DB,70,6/25/2010,1,10/10/1939,2,1962,1963,0,0,0,6,24,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,4,,,,,,,,
Keli McGregor,TE,47,4/20/2010,1,1/23/1963,1,1985,1985,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Kenny McKinley,WR,23,9/20/2010,1,1/31/1987,1,2009,2009,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Don Meredith,QB,72,12/5/2010,1,4/10/1938,9,1960,1968,0,3,6,71,104,1170,2308,17199,135,95,111,,,242,1216,15,28,0,0,0,0,,,,,,,,,,
Andy Miketa,C,80,4/8/2010,1,11/1/1929,2,1954,1955,0,0,2,0,24,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Ed Mioduszewski,QB-DB,78,9/8/2010,1,10/28/1931,1,1953,1953,0,0,0,0,12,11,30,113,2,17,2,,,3,33,0,25,0,0,0,0,,1,,,,,,,,
Bob Momsen,MG-G-LB,80,5/25/2010,1,5/28/1929,2,1951,1952,0,0,2,0,22,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Milt Morin,TE,67,7/9/2010,1,10/15/1942,10,1966,1975,0,2,8,48,129,0,0,0,0,0,0,0,0,5,41,0,22,271,4208,16,87,,,,,,,,,,
Dom Moselle,DB-HB,84,8/19/2010,1,6/23/1926,4,1950,1954,0,0,0,0,43,0,0,0,0,0,0,,,46,176,2,15,31,475,4,85,,4,,,,,,,,
Jesse Myles,RB,49,3/7/2010,1,9/28/1960,2,1983,1984,0,0,0,1,23,0,0,0,0,0,0,0,0,13,59,0,16,9,141,1,33,,,,,,,,,,
Ralph Niehaus,T,94,11/29/2010,1,11/19/1916,1,1939,1939,0,0,0,0,6,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Bob Norman,C,89,5/2/2010,1,10/5/1920,1,1945,1945,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
John North,E-DB/Coach,89,7/6/2010,1,6/17/1921,3,1948,1950,0,0,2,0,29,0,0,0,0,0,0,,,0,0,0,0,38,784,5,80,,1,,,,,,,,
Mel Odelli,HB,90,12/28/2010,1,12/9/1920,1,1945,1945,0,0,0,0,2,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Merlin Olsen,DT,69,3/11/2010,1,9/15/1940,15,1962,1976,5,14,15,112,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,
Elliott Ormsbee,HB,89,12/12/2010,1,9/19/1921,1,1946,1946,0,0,0,0,4,0,0,0,0,0,0,,,4,12,0,11,0,0,0,0,,,,,,,,,,
Homer Paine,T,86,7/5/2010,1,9/20/1923,1,1949,1949,0,0,0,0,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Mike Patanelli,DE,88,10/22/2010,1,8/12/1922,1,1947,1947,0,0,0,0,2,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Wayne Patrick,RB,63,3/23/2010,1,9/1/1946,5,1968,1972,0,0,3,14,53,0,0,0,0,0,0,0,0,264,1084,5,72,96,745,1,62,,,,,,,,,,
Woody Peoples,G,67,10/12/2010,1,8/16/1943,12,1968,1980,0,2,11,62,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
George Petrovich,G-T-DT,84,3/31/2010,1,3/22/1926,2,1949,1950,0,0,2,0,22,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Jim Podoley,HB-E,76,1/24/2010,1,9/16/1933,4,1957,1960,0,1,2,3,43,0,1,0,0,0,0,,,209,746,2,33,78,1461,11,82,,,,,,,,,,
Dom Principe,B-LB,93,4/9/2010,1,2/9/1917,4,1940,1946,0,0,1,0,35,0,0,0,0,0,0,,,51,152,2,5,9,112,0,28,,1,,,,,,,,
Charles Ream,T,96,8/21/2010,1,12/12/1913,1,1938,1938,0,0,0,0,10,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Guy Reese,DT,71,11/22/2010,1,9/22/1939,5,1962,1966,0,0,2,19,57,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Will Renfro,DT-DE-T,78,9/18/2010,1,3/15/1932,5,1957,1961,0,0,1,6,60,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Floyd Rhea,G,90,12/12/2010,1,9/28/1920,4,1943,1947,0,0,1,0,19,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,,,,,,,,
George Rice,DT,66,12/26/2010,1,6/10/1944,4,1966,1969,0,0,2,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Les Richter,LB-MG,79,6/12/2010,1,10/6/1930,9,1954,1962,1,8,7,18,112,0,0,0,0,0,0,,,0,8,0,8,0,0,0,0,,16,,,,,,,,
Nick Rogers,LB,30,5/3/2010,1,5/31/1979,4,2002,2005,0,0,1,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,,2,,,,,,,
